Tweets,Length,Date,Source,Favourites,RTs
"RT @HonAhmedHussen: A special message just for kids across Canada!

Minister @PattyHajdu has confirmed that the #Easter Bunny WILL be visit…",140,2020-04-12 18:54:29,Twitter for iPhone,0,71
"RT @HonAhmedHussen: Un message spécial pour les enfants à travers le Canada !

La ministre @PattyHajdu a confirmée que le lapin de Pâques v…",140,2020-04-12 18:54:26,Twitter for iPhone,0,24
"@TerryFoxCanada Thanks for sharing this photo - hard to believe it’s been 40 years. But still to this day, Terry’s courage, optimism, and determination are an example for all of us. And to those who continue to carry his message of hope forward: Thank you.",256,2020-04-12 17:30:16,Twitter for iPhone,291,52
"This weekend is a chance for all of us to reflect on what matters, and to think about where we are. I know this hasn’t been easy, but I also know that we’ll get through this together. And this long weekend, that’s my message to you. Watch my daily update below. https://t.co/41vlutRJzi",285,2020-04-12 15:15:46,Twitter Media Studio,7125,1202
"Ce week-end est l’occasion pour nous de réfléchir à ce qui compte le plus et à où nous en sommes. Je sais que ce n’est pas facile en ce moment, mais on s’en sortira ensemble. En ce long week-end, c’est ce que je voulais que vous sachiez. Regardez mon allocution ci-dessous. https://t.co/tX0Zi2opAR",297,2020-04-12 15:15:23,Twitter Media Studio,638,117
"RT @FilomenaTassi: This weekend, Christians will celebrate Easter. But this year we know things will be different. Many of us will miss see…",140,2020-04-12 14:15:55,Twitter for iPhone,0,60
"RT @FilomenaTassi: Cette fin de semaine, les chrétiens célèbreront Pâques. Mais cette année, nous savons que tout sera différent. Il y a ce…",140,2020-04-12 14:15:53,Twitter for iPhone,0,22
"Happy Easter! This is a time for joy, for hope, and - normally - for coming together. So while we may have to get creative and celebrate differently this year, Easter’s themes of love, forgiveness, and renewal are more relevant than ever. https://t.co/zDO6WHDJaU https://t.co/DpEgPwz9IX",286,2020-04-12 13:02:57,Twitter Media Studio,6488,1124
"Joyeuses Pâques! On souligne habituellement cette fête marquée par la joie et l’espoir avec nos proches. Même si on va célébrer différemment cette année, l’amour, le pardon et le renouveau sont plus importants que jamais. https://t.co/SaMaohThU0 https://t.co/nEGspZoBOs",269,2020-04-12 13:02:30,Twitter Media Studio,567,102
"RT @Bill_Morneau: Help is on the way for Canadian workers. The Canada Emergency Wage Subsidy has just received royal assent, and we are wor…",140,2020-04-12 03:28:02,Twitter for iPhone,0,264
RT @Bill_Morneau: De l'aide est en route pour les travailleurs canadiens. La subvention salariale d’urgence du Canada vient de recevoir la…,139,2020-04-12 03:28:00,Twitter for iPhone,0,46
"Today, we introduced the largest economic measures our country has seen since the Second World War. This legislation has passed the House and is headed to the Senate now - and we’ll keep working to make sure workers and businesses across the country get the support they need.",276,2020-04-11 23:01:53,Twitter for iPhone,9015,1260
"Aujourd’hui, nous avons présenté les mesures économiques les plus importantes au pays depuis la Seconde Guerre mondiale. La Chambre a adopté le projet de loi, qui sera maintenant entre les mains du Sénat. Nous continuerons d’aider nos travailleurs et entreprises de tout le pays.",279,2020-04-11 23:01:43,Twitter for iPhone,534,96
"RT @CanadianPM: Don’t put lives at risk this weekend. 

#PhysicalDistancing means finding new ways to connect with loved ones, especially o…",140,2020-04-11 22:56:07,Twitter for iPhone,0,189
"RT @PMcanadien: Ne mettez pas des vies en danger cette fin de semaine. 

Pour pratiquer l’#ÉloignementPhysique, il faut trouver de nouveaux…",140,2020-04-11 22:56:03,Twitter for iPhone,0,48
"Every one of us has a role to play in protecting our loved ones, our front line workers, and our country from the threat we now face. And even though we must stand apart to stay safe, we must stand united to defeat COVID-19. Watch my speech from today: https://t.co/VQiAW4X6ZQ https://t.co/7wrNdOe3jj",300,2020-04-11 22:13:50,Twitter for iPhone,1992,381
"Nous avons tous un rôle à jouer pour protéger nos proches, nos travailleurs de première ligne et notre pays contre la COVID-19. Même isolés, nous devons unir nos efforts pour vaincre ce virus. Regardez mon discours d’aujourd’hui : https://t.co/VQiAW4X6ZQ https://t.co/DNRtSUly95",278,2020-04-11 22:13:43,Twitter for iPhone,376,58
"RT @CanRevAgency: Applications to the Canada Emergency Response Benefit are now open.  Fridays, Saturdays and Sundays are for everyone to a…",140,2020-04-11 21:23:47,Twitter for iPhone,0,188
RT @AgenceRevCan: Nous acceptons maintenant les demandes de la Prestation canadienne d’urgence. Tous peuvent soumettre une demande les vend…,140,2020-04-11 21:23:44,Twitter for iPhone,0,34
"RT @Bill_Morneau: Canadians are stepping up to fight #COVID19, and we’re stepping up for them. The new Canada Emergency Wage Subsidy would…",139,2020-04-11 19:58:04,Twitter for iPhone,0,146
"RT @Bill_Morneau: Les Canadiens se mobilisent pour combattre la COVID-19, et nous intensifions nos efforts pour les soutenir. La nouvelle s…",140,2020-04-11 19:58:02,Twitter for iPhone,0,32
"Our generation is facing its greatest challenge yet, but I know we can - and will - overcome it together. Watch live as I speak in the House of Commons about our collective duty to help each other get through this difficult time: https://t.co/vpiGUOcbQv",253,2020-04-11 16:34:40,Twitter for iPhone,2230,464
"Notre génération fait face à son plus grand défi, mais je sais que nous pourrons le surmonter. Regardez en direct mon allocution à la Chambre des communes au sujet de notre devoir collectif de nous entraider en cette période difficile : https://t.co/vpiGUOcbQv",260,2020-04-11 16:34:36,Twitter for iPhone,409,91
"We’ve been working on legislation to support workers and businesses with a new wage subsidy. To make sure you get that support as quickly as possible, Parliament will be back in session tomorrow. I’ll be speaking there at noon - and I’ll keep you updated here too, so stay tuned.",279,2020-04-11 01:59:59,Twitter for iPhone,4420,582
"Demain, le Parlement est rappelé afin de faire adopter notre nouveau projet de loi sur la subvention salariale pour aider les travailleurs et les entreprises le plus rapidement possible. Je prendrai la parole à midi, et je vous informerai des développements. Restez à l’affût!",276,2020-04-11 01:59:52,Twitter for iPhone,552,84
"RT @HarjitSajjan: In these challenging times, all Canadians can serve their country by staying home &amp; practicing #PhysicalDistancing. Every…",144,2020-04-11 01:51:02,Twitter for iPhone,0,104
"RT @HarjitSajjan: En ces temps difficiles, tous les Canadiens peuvent servir leur pays en restant à la maison et en pratiquant l'#Éloigneme…",140,2020-04-11 01:50:59,Twitter for iPhone,0,25
"Whether you’re marking Easter, Passover, Tamil New Year, or Vaisakhi, I know it’s a big weekend - it’s a time when you’d usually get together with your whole family. But as you #StayHome to keep everyone safe, remember you’re never far apart when you can stay connected virtually!",280,2020-04-11 00:28:36,Twitter for iPhone,7296,1338
"Vous allez célébrer Pâques, le Nouvel An tamil, la Pâque juive ou encore le Vaisakhi ce week-end? Je sais que vous passez habituellement du temps avec votre famille. Alors que vous #RestezChezVous pour protéger vos proches, vous pouvez quand même rester en contact virtuellement!",279,2020-04-11 00:28:31,Twitter for iPhone,426,70
"RT @CQualtro: #NothingWithoutUs Today our government is announcing the establishment of the COVID-19 Disability Advisory Group, comprised o…",140,2020-04-10 21:15:23,Twitter for iPhone,0,136
RT @CQualtro: #RienSansNous Nous annonçons la mise sur pied du Groupe consultatif sur la COVID-19 en matière de personnes en situation de h…,140,2020-04-10 21:15:21,Twitter for iPhone,0,25
"RT @GovCanHealth: The #COVID19 pandemic is new and unexpected. It’s normal to feel sad, stressed, confused, scared or worried. You’re not a…",140,2020-04-10 20:48:48,Twitter for iPhone,0,246
"RT @GouvCanSante: La pandémie de la #COVID19 est nouvelle et inattendue. Il est normal de ressentir de la tristesse, du stress, de la confu…",140,2020-04-10 20:48:41,Twitter for iPhone,0,61
"You can apply for these interest-free loans at your bank or credit union. And if the loan is repaid within 2 years, 25% of it will be forgiven. We know you’re facing difficult decisions, but we’re here to take some of the pressure off. Get more info: https://t.co/L1o3SVFChf",274,2020-04-10 18:04:10,Twitter for iPhone,1426,306
"If you’re a small business owner worried about paying the bills, we’ve got your back. We launched the Canada Emergency Business Account yesterday so you can get a loan of up to $40,000 for whatever you need - whether that’s covering monthly expenses or paying your employees.",275,2020-04-10 18:04:10,Twitter for iPhone,7373,1532
"Vous pouvez demander ce prêt sans intérêt à votre banque ou coopérative de crédit. Si vous le payez en 2 ans, vous n’aurez pas à rembourser 25 % du prêt. Vous avez des décisions difficiles à prendre et on est là pour vous faciliter la tâche. Détails : https://t.co/KDqeQIx5Dv",275,2020-04-10 18:03:53,Twitter for iPhone,143,27
"Vous êtes un propriétaire d’une petite entreprise qui est inquiet par vos factures à payer? Notre Compte d’urgence pour les entreprises canadiennes, lancé hier, vous offre un prêt de 40 000 $ maximum pour couvrir vos dépenses mensuelles, payer vos employés et bien plus.",270,2020-04-10 18:03:53,Twitter for iPhone,365,56
"We’re pulling out all the stops to get you the support you need, and today I’m giving an update on the help we’re giving small businesses and new tools to help you and your family during this difficult time. Watch my update live for info on that and more: https://t.co/NZJyPKZWWP",279,2020-04-10 15:17:43,Twitter for iPhone,1018,188
"On travaille fort pour vous aider. Aujourd’hui, je vous parle des mesures pour soutenir nos petites entreprises et les nouveaux outils à votre disposition pendant cette épreuve. Pour plus de détails, regardez mon point de presse en direct : https://t.co/B7AAv5lexv",264,2020-04-10 15:17:38,Twitter for iPhone,214,43
"RT @CanadianPM: If your income has been impacted by #COVID19, and you are eligible for the Canada Emergency Response Benefit, you can apply…",140,2020-04-10 14:06:20,Twitter Web App,0,190
"RT @PMcanadien: Si vos revenus ont été affectés par la #COVID19 et que vous êtes admissible à la Prestation canadienne d’urgence, présentez…",140,2020-04-10 14:06:08,Twitter Web App,0,41
"There’s no doubt these are tough times, but as a country we’ve gotten through tough times before. We’ve stood together, united and strong, because that’s what we do as Canadians. And that will always be our path forward - no matter what tomorrow may bring. https://t.co/7XvhifUTcb",280,2020-04-10 02:16:44,Twitter Media Studio,4575,798
"Ces moments sont difficiles. Mais notre pays a déjà réussi à passer à travers des temps difficiles. Nous sommes restés solidaires, unis et forts, parce que c’est ce que les Canadiens font. Et c’est ce que nous ferons toujours, peu importe ce que l’avenir nous réserve. https://t.co/uC7UmPD25a",292,2020-04-10 02:16:05,Twitter Media Studio,598,100
